timestamp	url	publisher	title	tier	score	status	target_graphs	reason
2026-03-08T00:00:00Z	https://www.dallasfed.org/research/economics/2026/0106	Dallas Fed	Young workers employment drops in AI-exposed occupations	1	55	skip	customer-service-automation	Already ingested for 3 other graphs. CS reps mentioned as most exposed but no CS-specific displacement stat.
2026-03-08T00:00:00Z	https://www.dallasfed.org/research/economics/2026/0224	Dallas Fed	AI is simultaneously aiding and replacing workers, wage data suggest	1	80	ingested	overall-us-displacement	Already ingested for 6 graphs; extended to overall-us-displacement with sector wage growth overlay (+16.7% vs +7.5%)
2026-03-08T00:00:00Z	https://www.qualtrics.com/ebooks-guides/customer-experience-trends/	Qualtrics XM Institute	2026 Consumer Experience Trends Report	2	70	skip	customer-service-automation	n=20,001; 19% found zero benefit from AI CS. User skipped — graph already has 18 overlays, stat is consumer sentiment not automation rate.
2026-03-08T00:00:00Z	https://pubsonline.informs.org/doi/10.1287/orsc.2023.18441	INFORMS Organization Science	The Short-Term Effects of Generative AI on Employment	1	80	skip	freelancer-rate-impact	Already ingested as nber-freelance-ai-2024. Same DOI.
2026-03-09T00:00:00Z	https://www.ellucian.com/newsroom/ellucians-3rd-annual-higher-education-ai-survey-signals-shift-individual-ai-use	Ellucian	Ellucian's 3rd Annual Higher Education AI Survey	2	80	ingested	education-sector-displacement	New publisher; fresh (Mar 2026); 66% institutional AI adoption up from 49% YoY; n=779
2026-03-09T00:00:00Z	https://www.oecd.org/en/publications/digital-and-ai-skills-in-health-occupations_5fbd42ab-en.html	OECD (Manca & Eslava)	Digital and AI Skills in Health Occupations	1	75	ingested	healthcare-admin-displacement	Tier 1; 55.5M job postings; 4.3% roles automatable, 0.6% high risk; counterpoint to high displacement estimates
2026-03-09T00:00:00Z	https://elements.envato.com/learn/ai-trend-report	Envato	Beyond Adoption: The State of AI in Creative Work 2026	2	70	ingested	creative-industry-displacement	New publisher; n=1,780 creatives; 49% daily AI use; 1 in 3 expect design roles to transform
2026-03-09T00:00:00Z	https://www.nber.org/papers/w33777	NBER (Humlum, Vestergaard)	Large Language Models, Small Labor Market Effects	1	55	review	overall-us-displacement	Tier 1 Danish admin data; null effects on earnings/hours 2 yrs after; rules out >2% effect. General, not sector-specific. Already have null-effect sources.
2026-03-09T00:00:00Z	https://arxiv.org/abs/2510.25137	MIT / Oak Ridge National Laboratory	The Iceberg Index: Measuring Skills-centered Exposure in the AI Economy	1	85	ingested	overall-us-displacement;overall-us-displacement	Tier 1; 11.7% US workforce replaceable; $1.2T wages; state-level geographic data; new publisher
2026-03-09T00:00:00Z	https://www.nber.org/papers/w34813	NBER (Bloom, Makridis)	The Politics of AI	1	45	review	genai-work-adoption	AI use 10% to 26% by Q4 2025 (Gallup data). Stats already covered by existing adoption sources. Partisan angle novel but not primary graph focus.
2026-03-09T00:00:00Z	https://www.weforum.org/stories/2026/02/ai-improving-wages-job-quality/	WEF / Stephany et al.	How AI skills and experience are transforming the workplace	2	50	skip	overall-us-displacement;high-skill-wage-premium	Key stat (3.6% employment divergence) already ingested from IMF source. PwC 56% premium also already captured.
2026-03-13T00:00:00Z	https://www.morganstanley.com/insights/articles/ai-adoption-accelerates-survey-find	Morgan Stanley Research	AI's Impact Accelerates: AlphaWise Survey of 935 Executives	2	70	ingested	overall-us-displacement	New survey (n=935); 4% net global headcount decline; US +2% net gain; early-career most at risk
2026-03-13T00:00:00Z	https://fortune.com/2026/02/18/will-ai-destroy-jobs-deutsche-bank-asks-ai-to-predict/	Deutsche Bank Research	What AI Says About AI Eating Itself and the World	2	75	ingested	customer-service-automation;financial-services-displacement;tech-sector-displacement	New publisher; 75% CS automated; 80% robo-advisors by 2027; 85% devs use AI assistants
2026-03-13T00:00:00Z	https://privatebank.jpmorgan.com/eur/en/insights/markets-and-investing/tmt/the-ai-jobs-disruption-dilemma	JP Morgan Private Bank	The AI Jobs Disruption Dilemma	2	55	review	overall-us-displacement	3-6% US displacement in 1-3 years; 10-15% over decade. LLM-derived estimate, not original JPM research.
2026-03-13T00:00:00Z	https://fortune.com/2026/03/03/goldman-earnings-ai-anxiety-no-meaningful-impact-productivity-economy-30-percent-in-2-areas/	Goldman Sachs Research	Goldman finds no relationship between AI and productivity	2	55	review	overall-us-displacement	AI contributed ~0 to GDP in 2025; 30% productivity gain for specific tasks. Existing publisher.
2026-03-13T00:00:00Z	https://www.cnbc.com/2026/02/24/jpm-ceo-jamie-dimon-ai-reshaping-workforce-redeployment.html	CNBC (JPMorgan)	Jamie Dimon says AI reshaping workforce	3	40	review	financial-services-displacement	$19.8B tech spend; headcount unchanged at 318,512; "huge redeployment plans." Existing publisher.
2026-03-13T00:00:00Z	https://www.blackrock.com/corporate/insights/blackrock-investment-institute/publications/outlook	BlackRock Investment Institute	2026 Investment Outlook	2	35	skip	overall-us-displacement	No specific job displacement stats; macro outlook only. Labor market cooling but no quantified AI displacement figure.
2026-03-13T00:00:00Z	https://www.ubs.com/global/en/assetmanagement/insights/market-updates/articles/2026-01-macro-monthly.html	UBS Asset Management	January 2026 Macro Monthly	2	30	skip	overall-us-displacement	No specific AI displacement stats; general macro commentary about labor market weakness.
2026-03-13T00:00:00Z	https://www.safig.fr/en/artificial-intelligence-societe-generale-and-bnp-paribas-announce-several-thousand-job-cuts-2026-01-26-15668.html	BNP Paribas / Societe Generale	AI-linked job cuts at French banks: BNP 1,200, SocGen 1,800	3	50	review	financial-services-displacement	BNP cuts 1,200 (AXA IM integration, not clearly AI); SocGen 1,800 by 2027 (cost-cutting). Not cleanly AI-attributable.
2026-03-13T00:00:00Z	https://privatebank.barclays.com/insights/ai-outlook-2026-11-2025/	Barclays Private Bank	AI Outlook 2026: Tracing the AI Sectoral Rollout	2	45	review	overall-us-displacement	Conservative estimate: AI labor productivity gains 0.1-0.3%/yr over next decade. Existing data has stronger estimates.
2026-03-13T00:00:00Z	https://fortune.com/2025/08/19/morgan-stanley-920-billion-sp-500-savings-ai-agentic-robots-jobs/	Morgan Stanley	AI revolution will cut $920B from S&P 500 budgets	2	55	review	overall-us-displacement	$920B annual savings (41% of S&P 500 comp); $490B from agentic AI. Dollar figure doesn't map to graph unit (%).
2026-03-13T00:00:00Z	https://www.insidehighered.com/news/business/cost-cutting/2026/01/06/december-cuts-close-out-brutal-year-sector	Inside Higher Ed	December Cuts Close Out Brutal Year for Higher Education	3	40	review	education-sector-displacement	9,000+ higher ed job cuts in 2025. Driven by federal funding cuts + enrollment decline + AI, not cleanly AI-attributable.
2026-03-13T00:00:00Z	https://www.healthcaredive.com/news/trinity-health-layoffs-revenue-cycle-management/809980/	Healthcare Dive / Trinity Health	Trinity Health to lay off 10.5% of revenue cycle headcount	2	80	ingested	healthcare-admin-displacement	New publisher; 10.5% RCM workforce cut across 92 hospitals in 15 states; outsourcing non-patient-facing functions.
2026-03-13T00:00:00Z	https://www.nber.org/papers/w34836	NBER (Bloom, Barrero, Yotzov et al.)	Firm Data on AI	1	70	skip	overall-us-displacement	Already ingested as nber-bloom-firm-data-ai-2026. n=6,000 firms; US predict -1.2% employment from AI.
2026-03-13T00:00:00Z	https://foushee.house.gov/imo/media/doc/foushee_ai_jobs_report_2025.pdf	Rep. Foushee (Congressional Report)	Congressional Report into AI's Impact on American Jobs	3	45	review	overall-us-displacement	54,694 AI-cited job cuts in 2025; 1.1M total layoffs. Aggregates Challenger data, no original research.
2026-03-13T00:00:00Z	https://www.challengergray.com/blog/challenger-report-february-cuts-plunge-hiring-falls-56-percent/	Challenger, Gray & Christmas	February 2026 Job Cuts Report	2	50	review	education-sector-displacement;healthcare-admin-displacement	Education: 6,209 YTD cuts (+96% YoY). Healthcare: 19,228 YTD cuts. AI cited in 12,304 cuts (8% of total). Not sector-AI-specific.
2026-03-13T00:00:00Z	https://www.mckinsey.com/industries/healthcare/our-insights/agentic-ai-and-the-race-to-a-touchless-revenue-cycle	McKinsey	Agentic AI: The race to a touchless revenue cycle	2	45	review	healthcare-admin-displacement	$140B annual RCM spend; 30%+ providers prioritize AI; no specific displacement percentage.
2026-03-13T00:00:00Z	https://www.nber.org/papers/w33867	NBER (Wang, Wong)	AI and Technological Unemployment	1	55	review	overall-us-displacement	Calibrated model predicts 23% long-run employment loss; half within 5 years. Already captured as overlay.
2026-03-13T00:00:00Z	https://intuitionlabs.ai/articles/ai-impact-graduate-jobs-2025	IntuitionLabs / Stanford	AI's Impact on Graduate Jobs: A 2025 Data Analysis	2	50	review	education-sector-displacement	UK tech grad roles -46% in 2024; US entry-level tech postings -67%; 13% relative employment decline ages 22-25. Not education-sector-specific.
2026-03-15T00:00:00Z	https://www.nber.org/papers/w34851	NBER (Cruces, Galiani et al.)	Does Generative AI Narrow Education-Based Productivity Gaps?	1	85	ingested	education-sector-displacement	Tier 1 RCT; AI closes 75% of education-based productivity gap (n=1,174). New angle for education graph.
2026-03-15T00:00:00Z	https://www.hbs.edu/faculty/Pages/item.aspx?num=67045	Harvard Business School (Chen, Srinivasan, Zakerinia)	Displacement or Complementarity? The Labor Market Impact of Generative AI	1	70	ingested	overall-us-displacement	Tier 1; 24% posting decrease for automation-prone roles, 15% increase for augmented roles. New publisher.
2026-03-15T00:00:00Z	https://www.bain.com/insights/healthcare-it-investment-ai-moves-from-pilot-to-production/	Bain & Company / KLAS Research	Healthcare IT Investment: AI Moves from Pilot to Production	2	70	ingested	healthcare-admin-displacement	70% providers have AI strategy; RCM top use case; ambient docs at 20% rollout. New publisher (n=228).
2026-03-15T00:00:00Z	https://www.forrester.com/press-newsroom/forrester-impact-ai-jobs-forecast/	Forrester	The Forrester AI Job Impact Forecast, US, 2025-2030	2	55	review	overall-us-displacement	6% of US jobs (10.4M) displaced by AI by 2030; GenAI/agentic 50% of losses. Behind paywall; no sector breakdown.
2026-03-15T00:00:00Z	https://www.salesforce.com/news/stories/state-of-service-report-announcement-2025/	Salesforce	State of Service 7th Edition	2	55	review	customer-service-automation	30% of CS cases currently handled by AI (n=6,500); projected 50% by 2027. Existing publisher.
2026-03-15T00:00:00Z	https://www.intercom.com/customer-transformation-report	Intercom	2026 Customer Service Transformation Report	3	60	skip	customer-service-automation	81% resolution rate is company-specific (Intercom's own Fin agent); 82% invested in AI CS (n=2,470). Not industry-wide data point.
2026-03-15T00:00:00Z	https://www.ilo.org/publications/generative-ai-and-jobs-2025-update	ILO / NASK	Generative AI and Jobs: A Refined Global Index of Occupational Exposure	2	50	review	overall-us-displacement	25% of global jobs exposed; 34% in high-income countries. Education among highest-exposed sectors but no specific displacement stat.
2026-03-19T00:00:00Z	https://www.nber.org/papers/w33323	NBER (Deming, Ong, Summers)	Technological Disruption in the Labor Market	1	75	ingested	history-page	Tier 1; 1880-2017 occupational structure data; 1990-2017 least disruptive period; STEM +50% since 2010; retail -25% last decade
2026-03-19T00:00:00Z	https://www.researchgate.net/publication/222707794	Robert C. Allen (Explorations in Econ History)	Engels Pause: Technical Change Capital Accumulation and Inequality in the British Industrial Revolution	1	70	ingested	history-page	Tier 1; GDP +46% vs wages +12% (1780s-1840s); profit rate doubled; foundational GPT transition data
2026-03-19T00:00:00Z	https://www.researchgate.net/publication/4724731	Paul David (AER 1990)	The Dynamo and the Computer: An Historical Perspective on the Modern Productivity Paradox	1	70	ingested	history-page	Tier 1; 3% residences electrified by 1900; <5% factory drive; 40-year productivity lag; half of 1920s mfg productivity growth
2026-03-19T00:00:00Z	https://www.nber.org/papers/w25148	NBER (Brynjolfsson, Rock, Syverson)	The Productivity J-Curve: How Intangibles Complement General Purpose Technologies	1	75	ingested	history-page	Tier 1; J-curve framework for GPT adoption; adjusted TFP 15.9% higher than official; electrification/computer parallels
2026-03-19T00:00:00Z	https://www.nber.org/papers/w28920	NBER (Acemoglu, Restrepo)	Tasks Automation and the Rise in US Wage Inequality	1	75	ingested	history-page	Tier 1; 50-70% of US wage structure changes from automation displacing routine-task workers; Econometrica 2022
2026-03-19T00:00:00Z	https://www.nber.org/papers/w32966	NBER (Bick, Blandin, Deming)	The Rapid Adoption of Generative AI	1	70	ingested	history-page	Tier 1; 39% adoption in 2 yrs; nearly 2x PC rate at comparable stage; 28% workplace adoption in 2 yrs vs 25% for PC in 3 yrs
2026-03-19T00:00:00Z	https://www.brookings.edu/wp-content/uploads/2007/09/2007b_bpea_goldin.pdf	Brookings (Goldin, Katz)	Long-Run Changes in the Wage Structure: Narrowing Widening Polarizing	1	65	ingested	history-page	Tier 1; college premium 39% (1980) to 79% (2000); foundational wage inequality data
2026-03-19T00:00:00Z	https://www.nber.org/system/files/working_papers/w28061/w28061.pdf	NBER (Feigenbaum, Gross)	How the Labor Market Adjusted to Mechanizing Telephone Operation	1	65	ingested	history-page	Tier 1; 167,000+ telephone operators; displacement shifted to secretarial and food service work
2026-03-19T00:00:00Z	https://www.aei.org/economics/what-atms-bank-tellers-rise-robots-and-jobs/	AEI (James Bessen)	What the Story of ATMs and Bank Tellers Reveals About the Rise of the Robots	2	55	ingested	history-page	Tier 2; 20 to 13 tellers per branch; 43% more branches; 332K to 164K tellers (2010-2022); iPhone not ATM drove decline
2026-03-21T00:00:00Z	https://www.oii.ox.ac.uk/news-events/practical-expertise-drives-salary-premiums-in-the-ai-sector-finds-new-oxford-study/	Oxford Internet Institute	Skills or degree? The rise of skill-based hiring for AI and green jobs	1	80	ingested	high-skill-wage-premium	Tier 1 peer-reviewed; 23% AI skills premium (UK, 10M vacancies); 36% in STEM; new publisher
2026-03-21T00:00:00Z	https://ramp.com/velocity/ai-labor-market-impact-freelancers	Ramp Economics Lab	Payrolls to Prompts: Firm-Level Evidence on the Substitution of Labor for AI	2	75	skip	freelancer-rate-impact	Already ingested as ramp-freelance-velocity-2025. Duplicate URL.
2026-03-21T00:00:00Z	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	Stanford Digital Economy Lab	Canaries in the Coal Mine? Six Facts about the Recent Employment Effects of AI	1	85	skip	white-collar-professional-displacement;tech-sector-displacement	Already ingested as brynjolfsson-chandar-chen-wc-2025 and brynjolfsson-chandar-chen-2025. Duplicate.
2026-03-21T00:00:00Z	https://www.cvleconomics.com/case-study/assessing-generative-ais-impact-on-the-entertainment-industries/	CVL Economics / Animation Guild	Future Unscripted: The Impact of Generative AI on Entertainment Industry Jobs	2	60	ingested	creative-industry-displacement	Tier 2; n=300 execs; 21.4% entertainment jobs eliminated by 2026; new publisher
